,titulo,tipo_propiedad,dias_publicacion,fecha_extracción,ubicacion,valor_A,valor_B,valor_m2_prop,valor_m2_comuna,Superficie total,Superficie útil,Dormitorios,Baños,Estacionamientos,Gastos comunes,Antigüedad,Bodegas,Departamentos por piso,Orientación,Número de piso de la unidad,Cantidad de pisos
313,Precioso Y Amplio Departamento,Departamento,Publicado hace 1 meses,2021-07-01,"Calle San José De La Sierra 1 - 300, Puente Nuevo, Lo Barnechea, RM (Metropolitana)",950.000,,"0,26 UF/m²",,121 m²,121 m²,3,2,1,220000 CLP,,,,,,
314,"Camino El Yunke  , Camino Del Valle",Departamento,Publicado hace 59 días,2021-07-01,"Camino Del Valle 14700 - 15000, El Huinganal, Lo Barnechea, RM (Metropolitana)",95,2.822.716,"0,15 UF/m²",,640 m²,312 m²,4,3,3,,,,,,,
315,"Departamento Triplex, Valle Escondido",Departamento,Publicado hace 59 días,2021-07-01,"Sendero La Peninsula 2700 - 3000, El Arrayán, Lo Barnechea, RM (Metropolitana)",110,3.268.408,"0,39 UF/m²",,280 m²,280 m²,5,6,4,815000 CLP,,,,,,
316,"Condominio Cerrado, Con Gran Iluminación.",Departamento,Publicado hace 57 días,2021-07-01,"Camino Turístico 11820, La Dehesa, Lo Barnechea, RM (Metropolitana)",1.300.000,,"0,28 UF/m²",,156 m²,140 m²,4,4,2,,,,,,,
317,Departamento En Condominio.,Departamento,Publicado hace 56 días,2021-07-01,"Avenida El Tranque 12440 - Departamento 303 B, La Dehesa, Lo Barnechea, RM (Metropolitana)",85,2.525.588,"0,38 UF/m²",,222 m²,187 m²,5,4,2,400000 CLP,,,,,,
318,Arriendo Excelente Departamento En Lo Barnechea,Departamento,Publicado hace 55 días,2021-07-01,"Avenida Raúl Labbé 12600 - 12900, La Dehesa, Lo Barnechea, RM (Metropolitana)",1.200.000,,"0,2 UF/m²",,200 m²,160 m²,3,2,,,,,,,,
319,Departamento Lindo Y Nuevo En La Dehesa / Raúl Labbé,Departamento,Publicado hace 50 días,2021-07-01,"Raul Labbe 12300 - 12600, La Dehesa, Lo Barnechea, RM (Metropolitana)",1.400.000,,"0,34 UF/m²",,140 m²,140 m²,4,4,2,,,,,,,
320,Departamento En Arriendo 3d +estar Y  Servicios Manq Oriente,Departamento,Publicado hace 45 días,2021-07-01,"Valle Del Monasterio 2100 - 2400, Los Trapenses, Lo Barnechea, RM (Metropolitana)",57,1.693.629,"0,3 UF/m²",,190 m²,190 m²,4,4,2,,,,,,,
321,"Amoblado, Vista Despejada, Calle Camino Del Cerro Alto",Departamento,Publicado hace 45 días,2021-07-01,"Camino Del Cerro Alto 1 - 300, Los Trapenses, Lo Barnechea, RM (Metropolitana)",2.590.000,,"0,23 UF/m²",,380 m²,200 m²,4,4,2,250000 CLP,,1,2,NOSP,,
322,Arriendo Temporario - Sector Portal La Dehesa,Departamento,Publicado hace 45 días,2021-07-01,"Los Cactus 1800 - 2100, La Dehesa, Lo Barnechea, RM (Metropolitana)",1.400.000,,"0,43 UF/m²",,110 m²,100 m²,3,2,1,,,,,,,
323,Bello Departamento Moderno Amoblado Y Equipado !!,Departamento,Publicado hace 44 días,2021-07-01,"Comandante Malbec 12600 - 12900, La Dehesa, Lo Barnechea, RM (Metropolitana)",1.990.000,,"0,43 UF/m²",,155.5 m²,130 m²,2,3,2,180000 CLP,,,,,,
324,Camino Turístico / 4 Dormitorios,Departamento,Publicado hace 36 días,2021-07-01,"Camino Turístico 10800 - 11100, La Dehesa, Lo Barnechea, RM (Metropolitana)",1.300.000,,"0,29 UF/m²",,150.08 m²,137.58 m²,4,4,2,230000 CLP,,,,,,
325,Robles/la Dehesa/amoblado,Departamento,Publicado hace 1 día,2021-07-01,"Robles 12600 - 12900, La Dehesa, Lo Barnechea, RM (Metropolitana)",750.000,,"0,33 UF/m²","0,31 UF/m²",77 m²,60 m²,2,2,1,120000 CLP,,,,,,
326,Departamento Raúl Labbé,Departamento,Publicado hace 35 días,2021-07-01,"Avenida Raúl Labbé 12600 - 12900, La Dehesa, Lo Barnechea, RM (Metropolitana)",1.250.000,,"0,26 UF/m²",,160 m²,140 m²,4,4,2,,,,,,,
327,"Entrega Inmediata, Valle Del Monasterio",Departamento,Publicado hace 34 días,2021-07-01,"Entrega Inmediata, Valle Del Monasterio, Los Trapenses, Lo Barnechea, RM (Metropolitana)",2.590.000,,"0,42 UF/m²",,210 m²,140 m²,3,4,2,,,,,,,
328,"Departamento En Arriendo Escrivá De Balaguer, Lo Barnechea",Departamento,Publicado hace 32 días,2021-07-01,"Avenida San Josemaría Escrivá De Balaguer 14700 - 15000, Plaza San Enrique, Lo Barnechea, RM (Metropolitana)",360.000,,"0,37 UF/m²",,33 m²,32 m²,1,1,,,,,,,,
329,"Casita,, Remodelada En Condominio",Departamento,Publicado hace 31 días,2021-07-01,"Los Refugios 17700 - 18000, El Arrayán, Lo Barnechea, RM (Metropolitana)",480.000,,"0,4 UF/m²",,40 m²,30 m²,1,1,1,,,,,,,
330,Muy Luminoso,Departamento,Publicado hace 30 días,2021-07-01,"Camino Del Cerro Alto 9000 - Departamento 300 - 600, Los Trapenses, Lo Barnechea, RM (Metropolitana)",2.590.000,,"0,42 UF/m²",,210 m²,180 m²,3,2,2,230000 CLP,,,,,,
331,Mediterránea Sector Punta De Águila / El Golf De Manquehue,Departamento,Publicado hace 30 días,2021-07-01,"Copahue 4200 - 4500, Los Trapenses, Lo Barnechea, RM (Metropolitana)",3.500.000,,"0,11 UF/m²",,1100 m²,700 m²,6,7,6,,,,,,,
332,Departamento De Lujo En Arriendo,Departamento,Publicado hace 29 días,2021-07-01,"Punta De Águilas 4500 - 4800, Los Trapenses, Lo Barnechea, RM (Metropolitana)",280,8.319.583,"0,36 UF/m²",,787 m²,465 m²,5,5,5,1200000 CLP,,,,,,
333,Departamento En Arriendo 3d+estar+servicios Valle Monasterio,Departamento,Publicado hace 28 días,2021-07-01,"Valle Monasterio 2400 - 2700, Metro Monseñor Eyzaguirre, Ñuñoa, RM (Metropolitana)",57,1.693.629,"0,35 UF/m²",,165 m²,160 m²,4,4,2,,,,,,,
334,"Entrega Inmediata, Valle Del Monasterio",Departamento,Publicado hace 28 días,2021-07-01,"Camino Del Cielo 2700 - 3000, Los Trapenses, Lo Barnechea, RM (Metropolitana)",2.590.000,,"0,42 UF/m²",,210 m²,140 m²,3,4,2,,,,,,,
335,Lindo Departamento Con Vistas En Venta En Lo Barnechea,Departamento,Publicado hace 27 días,2021-07-01,"Avenida El Tranque 12000 - 12300, La Dehesa, Lo Barnechea, RM (Metropolitana)",56,1.663.917,"0,4 UF/m²",,140 m²,140 m²,4,3,3,,,,,,,
336,Departamento En Arriendo Av La Dehesa,Departamento,Publicado hace 24 días,2021-07-01,"Avenida La Dehesa 1 - 300, Puente Nuevo, Lo Barnechea, RM (Metropolitana)",600.000,,"0,31 UF/m²","0,31 UF/m²",65 m²,60 m²,2,2,1,,,,,,,
337,Maravilloso Duplex Muy Bien Ubicado,Departamento,Publicado hace 23 días,2021-07-01,"Camino Real 4500 - 4800, Los Trapenses, Lo Barnechea, RM (Metropolitana)",2.600.000,,"0,21 UF/m²",,409 m²,235 m²,5,4,2,,,,,,,
338,Primer Piso Con Jardín / Colegio Nido De Águilas,Departamento,Publicado hace 23 días,2021-07-01,"Valle Escondido 3300 - 3600, Valle Escondido, Lo Barnechea, RM (Metropolitana)",2.700.000,,"0,33 UF/m²",,275 m²,275 m²,4,4,4,,,,,,,
339,Departamento Con Jardín!!! Imperdible!,Departamento,Publicado hace 22 días,2021-07-01,"Valle Monasterio 2400 - 2700, Los Trapenses, Lo Barnechea, RM (Metropolitana)",1.800.000,,"0,31 UF/m²",,196 m²,140 m²,3,3,2,,,,,,,
340,El Rodeo/clinica Alemana/terraza Panoramica,Departamento,Publicado hace 21 días,2021-07-01,"Los Ciruelos 1800 - 2100, La Dehesa, Lo Barnechea, RM (Metropolitana)",1.800.000,,"0,26 UF/m²",,230 m²,140 m²,3,2,2,250000 CLP,,,,,,
341,Estupendo Departamento ,Departamento,Publicado hace 21 días,2021-07-01,"Avenida Las Condes 14100 - 14400, Quinchamalí, Las Condes, RM (Metropolitana)",600.000,,"0,2 UF/m²","0,29 UF/m²",100 m²,90 m²,3,2,1,,,,,,,
342,Jardin De La Dehesa,Departamento,Publicado hace 20 días,2021-07-01,"Contralmirante Fernández Vial 10800 - 11100, La Dehesa, Lo Barnechea, RM (Metropolitana)",1.800.000,,"0,34 UF/m²",,180 m²,150 m²,4,4,2,350000 CLP,,,,,,
343,Exclusivo Departamento Amoblado,Departamento,Publicado hace 20 días,2021-07-01,"Camino Del Cerro Alto 10177, Los Trapenses, Lo Barnechea, RM (Metropolitana)",2.590.000,,"0,42 UF/m²",,210 m²,180 m²,4,4,2,,,,,,,
344,Excelente Departamento Puente Nuevo La Dehesa,Departamento,Publicado hace 19 días,2021-07-01,"La Dehesa 1 - 300, La Dehesa, Lo Barnechea, RM (Metropolitana)",850.000,,"0,29 UF/m²",,100 m²,94 m²,3,2,2,100000 CLP,,,,,,
345,"Bonito Departamento Muy Luminoso, Excelente Vista",Departamento,Publicado hace 16 días,2021-07-01,"Camino Central 2400 - 2700, La Dehesa, Lo Barnechea, RM (Metropolitana)",520.000,,"0,32 UF/m²",,54 m²,44 m²,1,1,1,95000 CLP,,,,,,
346,Estupendo Penthouse Nuevo,Departamento,Publicado hace 16 días,2021-07-01,"El Peral 12300 - 12600, La Dehesa, Lo Barnechea, RM (Metropolitana)",2.000.000,,"0,28 UF/m²",,240 m²,140 m²,3,3,2,,,,,,,
347,Viva En El Colorado,Departamento,Publicado hace 15 días,2021-07-01,"Viva En El Colorado, Centros Invernales, Lo Barnechea, RM (Metropolitana)",2.000.000,,"0,64 UF/m²",,105 m²,75 m²,3,2,,,,,,,,
348,Departamento Duplex 4d 4b Sector Portal La Dehesa,Departamento,Publicado hace 13 días,2021-07-01,"Avenida La Dehesa 1800 - 2100, La Dehesa, Lo Barnechea, RM (Metropolitana)",1.600.000,,"0,32 UF/m²",,170 m²,170 m²,4,4,2,200000 CLP,,,,,,
349,Estupendo Departamento En Condominio Y Vista Panorámica ,Departamento,Publicado hace 15 días,2021-07-01,"Camino Del Yunque 14100 - 14400, El Huinganal, Lo Barnechea, RM (Metropolitana)",120,3.565.536,"0,22 UF/m²",,535 m²,235 m²,3,3,3,400000 CLP,,,,,,
350,La Espuela/robles/nuevo,Departamento,Publicado hace 14 días,2021-07-01,"La Espuela 12600 - 12900, La Dehesa, Lo Barnechea, RM (Metropolitana)",55,1.634.204,"0,34 UF/m²",,164 m²,140 m²,4,4,2,260000 CLP,,,,,,
351,Departamento Amoblado - Colegio Nido De Aguilas,Departamento,Publicado hace 13 días,2021-07-01,"Los Cactus 1800 - 2100, La Dehesa, Lo Barnechea, RM (Metropolitana)",1.000.000,,"0,32 UF/m²","0,31 UF/m²",106 m²,98 m²,2,2,1,,,,,,,
352,Arriendo / Departamento Remodelado / Av. El Tranque,Departamento,Publicado hace 13 días,2021-07-01,"Avenida El Tranque 12300 - 12600, La Dehesa, Lo Barnechea, RM (Metropolitana)",85,2.525.588,"0,4 UF/m²",,214 m²,187 m²,4,3,2,380000 CLP,,,,,,
353,Bello Departamento En Condominio Vista Al Campo De Golf !,Departamento,Publicado hace 8 días,2021-07-01,"Paseo Pie Andino 1800 - 2100, Valle Escondido, Lo Barnechea, RM (Metropolitana)",75,2.228.460,"0,33 UF/m²",,224 m²,200 m²,3,4,4,400000 CLP,,,,,,
354,Disponible 1 De Septiembre,Departamento,Publicado hace 8 días,2021-07-01,"San Josè De La Sierra 1 - 300, La Dehesa, Lo Barnechea, RM (Metropolitana)",22,653.682,"0,27 UF/m²","0,31 UF/m²",83 m²,75 m²,2,2,1,,,,,,,
355,Se Arrienda Exclusivo Departamento En Lo Barnechea,Departamento,Publicado hace 8 días,2021-07-01,"Camino Central 2100 - 2400, La Dehesa, Lo Barnechea, RM (Metropolitana)",750.000,,"0,25 UF/m²","0,31 UF/m²",100 m²,90 m²,2,2,1,,,,,,,
356,Estupendo Departamento,Departamento,Publicado hace 8 días,2021-07-01,"El Golf De Manquehue 9000 - 9300, Los Trapenses, Lo Barnechea, RM (Metropolitana)",4.500.000,,"0,49 UF/m²",,308 m²,207 m²,5,6,3,,,,,,,
357,Amplio Departamento Amoblado En El Corazón De La Dehesa,Departamento,Publicado hace 8 días,2021-07-01,"Los Cactus 1800 - 2100, La Dehesa, Lo Barnechea, RM (Metropolitana)",33,980.522,"0,38 UF/m²","0,31 UF/m²",88 m²,78 m²,2,2,1,140000 CLP,,,,,,
358,Amplio Y Comodo Dpto De 3d/2b Cercano A Las Principales Vias,Departamento,Publicado hace 2 días,2021-07-01,"Avenida La Dehesa 1 - 300, Puente Nuevo, Lo Barnechea, RM (Metropolitana)",850.000,,"0,28 UF/m²",,102 m²,94 m²,3,2,2,100000 CLP,,,,,,
359,Amplio Y Comodo Dpto De 3d/2b Cercano A Las Principales Vias,Departamento,Publicado hace 2 días,2021-07-01,"Avenida La Dehesa 1 - 300, Puente Nuevo, Lo Barnechea, RM (Metropolitana)",850.000,,"0,28 UF/m²",,102 m²,94 m²,3,2,2,100000 CLP,,,,,,
360,Amplio Y Comodo Dpto De 3d/2b Cercano A Las Principales Vias,Departamento,Publicado hace 2 días,2021-07-01,"Avenida La Dehesa 1 - 300, Puente Nuevo, Lo Barnechea, RM (Metropolitana)",850.000,,"0,28 UF/m²",,102 m²,94 m²,3,2,2,100000 CLP,,,,,,
361,Los Robles / Firma Electronica / Disponible 05 De Agosto,Departamento,Publicado hace 8 días,2021-07-01,"Robles 12600 - 12900, La Dehesa, Lo Barnechea, RM (Metropolitana)",35,1.039.948,"0,35 UF/m²","0,31 UF/m²",100 m²,80 m²,2,2,2,180000 CLP,,,,,,
362,Estupendo Departamento Con Jardín Con Vista Panorámica ,Departamento,Publicado hace 7 días,2021-07-01,"Camino Del Yunque 14100 - 14400, El Huinganal, Lo Barnechea, RM (Metropolitana)",115,3.416.972,"0,21 UF/m²",,535 m²,235 m²,3,3,3,,,,,,,
363,Depto2d+2b+servicio+jardín+terraza+loggia Portal Dehesa,Departamento,Publicado hace 7 días,2021-07-01,"Comandante Malbec 12600 - 12900, La Dehesa, Lo Barnechea, RM (Metropolitana)",1.600.000,,"0,24 UF/m²",,227.9 m²,227.9 m²,2,2,2,,,,,,,
364," Depto Como Nuevo, San José De La Sierra / Costanera Norte",Departamento,Publicado hace 6 días,2021-07-01,"Calle San José De La Sierra 1 - 300, Puente Nuevo, Lo Barnechea, RM (Metropolitana)",670.000,,"0,27 UF/m²","0,31 UF/m²",85 m²,72 m²,2,2,1,120000 CLP,,,,,,
365,Precioso Dpto Amoblado Con Excelente Ubicacion,Departamento,Publicado hace 3 días,2021-07-01,"El Tranque 12300 - 12600, La Dehesa, Lo Barnechea, RM (Metropolitana)",67,1.990.757,"0,37 UF/m²",,179 m²,149 m²,4,4,2,350000 CLP,,,,,,
366,Departamento Nuevo Con Jardín ,Departamento,Publicado hace 3 días,2021-07-01,"Avenida El Tranque 12654, La Dehesa, Lo Barnechea, RM (Metropolitana)",900.000,,"0,32 UF/m²","0,31 UF/m²",94.23 m²,78.1 m²,2,2,2,,,,,,,
367,Dpto Nuevo 1dorm Av. La Dehesa - Sin Comisión,Departamento,Publicado hace 2 días,2021-07-01,"Los Adobes 1500 - 1800, La Dehesa, Lo Barnechea, RM (Metropolitana)",19,564.543,"0,4 UF/m²",,47.48 m²,40.19 m²,1,1,1,,,,,,,
368,El Radal / Raúl Labbe ,Departamento,Publicado hace 2 días,2021-07-01,"El Radal 80 - Departamento 34, La Dehesa, Lo Barnechea, RM (Metropolitana)",500.000,,"0,42 UF/m²",,40 m²,40 m²,1,1,1,,,,,,,
369,Arriendo Departamento Con Gran Terraza -sector Lo Barnechea,Departamento,Publicado hace 2 días,2021-07-01,"Avenida El Tranque 12000 - 12300, La Dehesa, Lo Barnechea, RM (Metropolitana)",1.700.000,,"0,35 UF/m²",,162 m²,140 m²,4,3,2,,,,,,,
370,Sector Portal La Dehesa,Departamento,Publicado hace 1 día,2021-07-01,"Robles 2284, La Dehesa, Lo Barnechea, RM (Metropolitana)",850.000,,"0,27 UF/m²","0,31 UF/m²",107 m²,85 m²,2,2,1,120000 CLP,,,,,,
371,Dpto Nuevo 2dorm Av. La Dehesa - Sin Comisión,Departamento,Publicado hace 1 día,2021-07-01,"Los Adobes 1500 - 1800, La Dehesa, Lo Barnechea, RM (Metropolitana)",30,891.384,"0,35 UF/m²","0,31 UF/m²",86.43 m²,74.89 m²,2,2,1,,,,,,,
372,Las Madreselvas 00,Departamento,Publicado hace 2 meses,2021-07-01,"Las Madreselvas 00, Avenida Las Torres, Lo Prado, RM (Metropolitana)",250.000,,"0,37 UF/m²",,23 m²,23 m²,1,1,,,,,,,,
373,¡se Arrienda Depto Semi Amoblado Cercano A Metro Las Rejas!,Departamento,Publicado hace 21 días,2021-07-01,"Avenida María Rozas Velásquez 51 - Departamento 2706, Metro Las Rejas, Estación Central, RM (Metropolitana)",360.000,,"0,23 UF/m²","0,22 UF/m²",53 m²,51 m²,2,2,,65000 CLP,,,,,,
374,Luis Valenzuela Aris 3268,Departamento,Publicado hace 1 año,2021-07-01,"Luis Valenzuela Aris 3268, Villa Macul, Macul, RM (Metropolitana)",530.000,,"0,21 UF/m²","0,22 UF/m²",84 m²,78 m²,3,2,,,,,,,,
375,Exequiel Fernandez 2302,Departamento,Publicado hace 1 año,2021-07-01,"Exequiel Fernandez 2302, Las Dalias, Macul, RM (Metropolitana)",600.000,,"0,21 UF/m²","0,22 UF/m²",94 m²,85 m²,4,2,1,90000 CLP,,,,,,
376,Avenida Macul 2470,Departamento,Publicado hace 1 año,2021-07-01,"Avenida Macul 2470, Macul, RM (Metropolitana)",400.000,,"0,21 UF/m²","0,23 UF/m²",64 m²,60 m²,2,2,,,,,,,,
377,Macul 3198 1d+1b + Estacionamiento,Departamento,Publicado hace 1 año,2021-07-01,"Macul 3198 1d+1b + Estacionamiento, Santa Julia de Macul, Macul, RM (Metropolitana)",350.000,,"0,25 UF/m²","0,25 UF/m²",48 m²,48 m²,1,1,1,,,,,,,
378,Av. Vicuña Mackenna 3756,Departamento,Publicado hace 1 año,2021-07-01,"Av. Vicuña Mackenna 3756, Metro Carlos Valdovinos, Macul, RM (Metropolitana)",250.000,,"0,22 UF/m²","0,25 UF/m²",38 m²,38 m²,1,1,,,,,,,,
379,Av.vicuña Mackenna 3756,Departamento,Publicado hace 1 año,2021-07-01,"Av.vicuña Mackenna 3756, Metro Carlos Valdovinos, Macul, RM (Metropolitana)",450.000,,"0,23 UF/m²","0,22 UF/m²",66 m²,66 m²,3,2,1,,,,,,,
380,Escuela Agrícola 1710,Departamento,Publicado hace 10 meses,2021-07-01,"Escuela Agrícola 1710, Metro Camino Agrícola, Macul, RM (Metropolitana)",340.000,,"0,24 UF/m²","0,25 UF/m²",47 m²,43 m²,1,1,1,,,,,,,
381,Vicuñña Mackenna 3756 - Departamento 2011,Departamento,Publicado hace 9 meses,2021-07-01,"Vicuñña Mackenna 3756 - Departamento 2011, Escuela Agrícola, Macul, RM (Metropolitana)",270.000,,"0,21 UF/m²","0,25 UF/m²",42.7 m²,38 m²,1,1,,,,,,,,
382,Luis Valenzuela Aris 3268,Departamento,Publicado hace 9 meses,2021-07-01,"Luis Valenzuela Aris 3268, Villa Macul, Macul, RM (Metropolitana)",630.000,,"0,25 UF/m²","0,22 UF/m²",85 m²,79 m²,3,2,1,70000 CLP,2 años,,,,,
383,Vicente Huidobro 3268,Departamento,Publicado hace 7 meses,2021-07-01,"Vicente Huidobro 3268, Macul, RM (Metropolitana)",550.000,,"0,23 UF/m²","0,22 UF/m²",81 m²,75 m²,3,2,1,60000 CLP,5 años,,,,,
384,Metro San Joaquín / Amoblado Con Bodega Amplia!,Departamento,Publicado hace 7 meses,2021-07-01,"Metro San Joaquín / Amoblado Con Bodega Amplia!, Metro Camino Agrícola, Macul, RM (Metropolitana)",350.000,,"0,35 UF/m²","0,25 UF/m²",34 m²,30 m²,1,1,,,,,,,,
385,"Departamento 2 Dorm, Estac Y Bodega. Metro Agricola",Departamento,Publicado hace 6 meses,2021-07-01,"Avenida Escuela Agrícola 1710, Metro Camino Agrícola, Macul, RM (Metropolitana)",390.000,,"0,23 UF/m²",,58 m²,55 m²,2,1,1,,,,,,,
386,Luis Valenzuela Aris 3220 - Departamento 306,Departamento,Publicado hace 5 meses,2021-07-01,"Luis Valenzuela Aris 3220 - Departamento 306, Villa Macul, Macul, RM (Metropolitana)",350.000,,"0,2 UF/m²","0,24 UF/m²",58 m²,58 m²,2,2,,850000 CLP,,,,,,
387,Av. Macul / Los Clarines .,Departamento,Publicado hace 5 meses,2021-07-01,"Av. Macul / Los Clarines ., Las Dalias, Macul, RM (Metropolitana)",430.000,,"0,21 UF/m²","0,23 UF/m²",70 m²,65 m²,2,2,1,75000 CLP,,,,,,
388,Avenida Américo Vespucio 4601,Departamento,Publicado hace 5 meses,2021-07-01,"Avenida Américo Vespucio 4601, Metro Las Torres, Macul, RM (Metropolitana)",380.000,,"0,26 UF/m²","0,27 UF/m²",50 m²,50 m²,2,2,1,,,,,,,
389,Agricola 1710 - Departamento 805,Departamento,Publicado hace 5 meses,2021-07-01,"Agricola 1710 - Departamento 805, Escuela Agrícola, Macul, RM (Metropolitana)",290.000,,"0,41 UF/m²","0,25 UF/m²",24 m²,22 m²,1,1,1,,,,,,,
390,Condominio Parque Mackenna,Departamento,Publicado hace 4 meses,2021-07-01,"Condominio Parque Mackenna, Metro Camino Agrícola, Macul, RM (Metropolitana)",490.000,,"0,3 UF/m²","0,27 UF/m²",55 m²,45 m²,2,2,1,,,,,,,
391,Av Escuela Agricola 1710 Condominio Los Andes,Departamento,Publicado hace 4 meses,2021-07-01,"Avenida Escuela Agrícola 1500 - 1800, Metro Camino Agrícola, Macul, RM (Metropolitana)",280.000,,"0,23 UF/m²","0,25 UF/m²",40.96 m²,37.62 m²,1,1,,,,,,,,
392,Gregorio De La Fuente 3267 - Departamento 703,Departamento,Publicado hace 4 meses,2021-07-01,"Gregorio De La Fuente 3267 - Departamento 703, Santa Julia de Macul, Macul, RM (Metropolitana)",450.000,,"0,2 UF/m²","0,22 UF/m²",75 m²,68 m²,3,2,1,62000 CLP,,,,,,
393,Los Clarines 3139,Departamento,Publicado hace 4 meses,2021-07-01,"Los Clarines 3139, Las Dalias, Macul, RM (Metropolitana)",340.000,,"0,22 UF/m²",,53 m²,53 m²,2,1,,,,,,,,
394,"A Pasos Av. Macul, 3d- 2b, Est. Y Bodega, Buen Dpto",Departamento,Publicado hace 4 meses,2021-07-01,"A Pasos Av. Macul, 3d- 2b, Est. Y Bodega, Buen Dpto, Santa Julia de Macul, Macul, RM (Metropolitana)",470.000,,"0,27 UF/m²",,58 m²,55 m²,3,2,1,,,,,,,
395,Luis Valenzuela Aris 3268,Departamento,Publicado hace 3 meses,2021-07-01,"Luis Valenzuela Aris 3268, Villa Macul, Macul, RM (Metropolitana)",650.000,,"0,22 UF/m²","0,22 UF/m²",98.1 m²,90.1 m²,3,2,1,80000 CLP,,,,,,
396,Avenida Escuela Agrícola 1710,Departamento,Publicado hace 3 meses,2021-07-01,"Avenida Escuela Agrícola 1710, Metro Camino Agrícola, Macul, RM (Metropolitana)",360.000,,"0,3 UF/m²","0,25 UF/m²",40.71 m²,37.37 m²,1,1,,,,,,,,
397,Armando Moock 3777 - Departamento 501,Departamento,Publicado hace 3 meses,2021-07-01,"Armando Moock 3777 - Departamento 501, Villa Macul, Macul, RM (Metropolitana)",430.000,,"0,26 UF/m²","0,24 UF/m²",55 m²,52 m²,2,2,1,85000 CLP,,,,,,
398,Madreselvas / Macul,Departamento,Publicado hace 14 días,2021-07-01,"Madreselvas / Macul, Las Dalias, Macul, RM (Metropolitana)",440.000,,"0,22 UF/m²","0,23 UF/m²",66 m²,60 m²,2,2,1,70000 CLP,,,,,,
399,Departamento Macul,Departamento,Publicado hace 3 meses,2021-07-01,"Escuela Agricola 1710 - Departamento 2002, Escuela Agrícola, Macul, RM (Metropolitana)",280.000,,"0,32 UF/m²","0,25 UF/m²",29 m²,26 m²,1,1,1,50000 CLP,,,,,,
400,Excelente Departamento Metro Agricola,Departamento,Publicado hace 3 meses,2021-07-01,"Escuela Agrícola 1710, Metro Camino Agrícola, Macul, RM (Metropolitana)",330.000,,"0,24 UF/m²","0,25 UF/m²",47 m²,43 m²,1,1,1,,,,,,,
401,"Amplio Dpto Estilo Mariposa A Estrenar 2d,2b Metro Las T...",Departamento,Publicado hace 3 meses,2021-07-01,"Amplio Dpto Estilo Mariposa A Estrenar 2d,2b Metro Las Torres, Metro Las Torres, Macul, RM (Metropolitana)",480.000,,"0,28 UF/m²","0,27 UF/m²",57 m²,48 m²,2,2,1,65000 CLP,,,,,,
402,Macul / Quilín,Departamento,Publicado hace 2 meses,2021-07-01,"Macul / Quilín, Macul, RM (Metropolitana)",430.000,,"0,29 UF/m²","0,27 UF/m²",50 m²,50 m²,2,2,1,,,,,,,
403,"Excelente Departamento En Arriendo, Macul",Departamento,Publicado hace 2 meses,2021-07-01,"Luis Valenzuela Aris 3000 - 3300, Villa Macul, Macul, RM (Metropolitana)",370.000,,"0,24 UF/m²",,52 m²,48 m²,2,1,,58000 CLP,,,,,,
404,Maravilloso Departamento,Departamento,Publicado hace 2 meses,2021-07-01,"Macul 3700, Villa Macul, Macul, RM (Metropolitana)",390.000,,"0,19 UF/m²","0,23 UF/m²",68 m²,68 m²,2,2,,68000 CLP,,,,,,
405,Depto 2 Habitaciones 2 Baños Estilo Mariposa,Departamento,Publicado hace 2 meses,2021-07-01,"Avenida Américo Vespucio 4451 - Departamento 611, Metro Las Torres, Macul, RM (Metropolitana)",350.000,,"0,26 UF/m²","0,27 UF/m²",45 m²,45 m²,2,2,,,,,,,,
406," Depto. 1 Dormitorio 1 Baño, Metro Carlos Valdovinos",Departamento,Publicado hace 2 meses,2021-07-01,"Vicuña Mackenna 3756, Escuela Agrícola, Macul, RM (Metropolitana)",9,291.185,"0,26 UF/m²","0,25 UF/m²",38 m²,33 m²,1,1,,,,,,,,
