,titulo,tipo_propiedad,dias_publicacion,fecha_extracción,ubicacion,valor_A,valor_B,valor_m2_prop,valor_m2_comuna,Superficie total,Superficie útil,Dormitorios,Baños,Estacionamientos,Gastos comunes,Antigüedad,Cantidad de pisos,Ambientes,Bodegas,Orientación
361,Hermosa Casa Comuna De Ñuñoa,Casa,Publicado hace 15 días,2021-07-01,"Hermosa Casa Comuna De Ñuñoa 0, Metro Ñuñoa, Ñuñoa, RM (Metropolitana)",1.700.000,,"0,17 UF/m²",,340 m²,165 m²,5,3,,,,,,,
362,Casa En Pasaje Cerrado,Casa,Publicado hace 9 días,2021-07-01,"Casa En Pasaje Cerrado, Metro Monseñor Eyzaguirre, Ñuñoa, RM (Metropolitana)",1.050.000,,"0,21 UF/m²",,165 m²,144 m²,3,2,,,,,,,
363,Próximo A Plaza Egaña / Hamburgo / Hannover,Casa,Publicado hace 6 días,2021-07-01,"Hannover 5700 - 6000, Ñuñoa, RM (Metropolitana)",32,950.810,"0,15 UF/m²",,220 m²,150 m²,4,2,2,,,,,,
364,Laguna Del Sol Padre Hurtado,Casa,Publicado hace 14 días,2021-07-01,"Avenida Laguna 2700 - 3000, Laguna del Sol, Padre Hurtado, RM (Metropolitana)",800.000,,"0,08 UF/m²",,340 m²,137 m²,5,4,3,120000 CLP,,,,,
365,Colonia Alemana Penaflor - Talagante,Casa,Publicado hace 43 días,2021-07-01,"Berlín 1 - 300, Colonia Alemana, Peñaflor, RM (Metropolitana)",1.300.000,,"0,01 UF/m²",,5000 m²,300 m²,5,4,,,,,,,
366,"Casa Condominio Las Amapolas, Pañalolen",Casa,Publicado hace 55 días,2021-07-01,"De Las Amapolas 7800 - 8100, Quebrada de Macul, Peñalolén, RM (Metropolitana)",1.100.000,,"0,15 UF/m²",,250 m²,120 m²,4,3,2,65000 CLP,,,,,
367,"Casa En Villa San Carlos - 236m2 - 4d, 3b",Casa,Publicado hace 10 días,2021-07-01,"Manuel Casanova Vicuña 300 - 600, Villa San Carlos, Peñalolén, RM (Metropolitana)",950.000,,"0,14 UF/m²",,236 m²,110 m²,4,3,3,,,,,,
368,Condominio Cumbres De Peñalolen,Casa,Publicado hace 6 días,2021-07-01,"Alvaro Casanova 300 - 600, Arboretum - Club de Campo, Peñalolén, RM (Metropolitana)",1.050.000,,"0,13 UF/m²",,265 m²,140 m²,5,4,2,,,,,,
369,Casa 3 Dormitorios 3 Baños,Casa,Publicado hace 1 día,2021-07-01,"Volcán Láscar 5700 - 6000, Quilín - Cousiño Macul, Peñalolén, RM (Metropolitana)",770.000,,"0,09 UF/m²",,300 m²,115 m²,3,3,1,,,,,,
370,La Escuela / Sector Terminal Metrobus,Casa,Publicado hace 2 meses,2021-07-01,"La Escuela / Sector Terminal Metrobus, El Principal, Pirque, RM (Metropolitana)",1.000.000,,0 UF/m²,,11000 m²,140 m²,3,2,,,,,,,
371,Rinconada Principal S / N,Casa,Publicado hace 1 año,2021-07-01,"Rinconada Principal S / N, El Principal, Pirque, RM (Metropolitana)",1.800.000,,"0,02 UF/m²",,3000 m²,260 m²,4,4,,,,,,,
372,Ramón Subercaseaux 10000,Casa,Publicado hace 51 días,2021-07-01,"Ramón Subercaseaux 9900 - 10200, Santa Rita, Pirque, RM (Metropolitana)",1.500.000,,"0,01 UF/m²",,5300 m²,300 m²,5,3,,,,,,,
373,Alcalde Hernán Prieto,Casa,Publicado hace 1 año,2021-07-01,"Alcalde Hernán Prieto, Alcalde Hernán Prieto, Pirque, RM (Metropolitana)",1.800.000,,"0,01 UF/m²",,5000 m²,400 m²,5,4,,,,,,,
374,Ramón Subercaseaux 2000,Casa,Publicado hace 10 meses,2021-07-01,"Ramón Subercaseaux 2000, Santa Rita, Pirque, RM (Metropolitana)",4.500.000,,"0,03 UF/m²",,5000 m²,500 m²,4,10,,,,,,,
375,Santa Rita 1000 - Casa Santa Rita 1000,Casa,Publicado hace 51 días,2021-07-01,"Santa Rita 900 - 1200 - Casa Santa Rita 900 - 1200, Santa Rita, Pirque, RM (Metropolitana)",1.800.000,,"0,01 UF/m²",,5000 m²,290 m²,3,5,2,,,,,,
376,Gran Casa,Casa,Publicado hace 51 días,2021-07-01,"Camino El Chalaco 1 - 300, El Principal, Pirque, RM (Metropolitana)",1.200.000,,"0,01 UF/m²",,5000 m²,300 m²,4,3,,,,,,,
377,Acogedora Casa En Condominio Central,Casa,Publicado hace 8 días,2021-07-01,"Camino Carlos Vial Infante 200, Alcalde Hernán Prieto, Pirque, RM (Metropolitana)",1.200.000,,"0,01 UF/m²",,3000 m²,230 m²,4,3,2,,,,,,
378,Costanera / Orrego Luco,Casa,Publicado hace 10 meses,2021-07-01,"Costanera / Orrego Luco, Providencia, RM (Metropolitana)",350,10.399.479,"0,35 UF/m²",,1000 m²,800 m²,10,8,,,,,,,
379,José Manuel Infante 600,Casa,Publicado hace 1 año,2021-07-01,"José Manuel Infante 600, Salvador, Providencia, RM (Metropolitana)",77,2.311.061,"0,43 UF/m²",,180 m²,140 m²,3,2,,,,,,,
380,Bilbao / Miguel Claro,Casa,Publicado hace 1 año,2021-07-01,"Bilbao / Miguel Claro, Salvador, Providencia, RM (Metropolitana)",3.500.000,,"0,99 UF/m²",,120 m²,424 m²,9,6,,,,,,,
381,Barrio Italia,Casa,Publicado hace 1 año,2021-07-01,"Barrio Italia, Barrio Italia, Providencia, RM (Metropolitana)",65,1.931.332,"0,24 UF/m²",,268 m²,173 m²,5,3,,,,,,,
382,"Suecia , Bilbao",Casa,Publicado hace 1 año,2021-07-01,"Suecia , Bilbao, Campus Oriente, Providencia, RM (Metropolitana)",1.800.000,,"0,12 UF/m²",,525 m²,250 m²,3,2,,,,,,,
383,"Pocuro,colegio San Ignacio ,los Leones ,av Holanda",Casa,Publicado hace 1 año,2021-07-01,"Pocuro,colegio San Ignacio ,los Leones ,av Holanda, Providencia, RM (Metropolitana)",100,2.971.280,"0,21 UF/m²","0,19 UF/m²",485 m²,260 m²,7,4,,,,,,,
384,Bilbao / Hernando De Aguirre,Casa,Publicado hace 1 año,2021-07-01,"Bilbao / Hernando De Aguirre, Metro Bilbao, Providencia, RM (Metropolitana)",300,8.913.839,"0,5 UF/m²",,600 m²,300 m²,4,3,,,,,,,
385,San Pio X,Casa,Publicado hace 1 año,2021-07-01,"San Pio X, Metro Tobalaba - Mall Costanera, Providencia, RM (Metropolitana)",106,3.149.557,"0,13 UF/m²",,812 m²,365 m²,6,4,,,,,,,
386,Metro Salvador / Providencia,Casa,Publicado hace 11 meses,2021-07-01,"Metro Salvador / Providencia, Salvador, Providencia, RM (Metropolitana)",84,2.495.875,"0,41 UF/m²","0,19 UF/m²",205 m²,248 m²,6,4,5,,,,,,
387,Europa 1919,Casa,Publicado hace 10 meses,2021-07-01,"Europa 1919, Pedro de Valdivia, Providencia, RM (Metropolitana)",100,2.971.280,"0,22 UF/m²",,451 m²,408 m²,10,10,2,,,,,,
388,Gran Casa Con Piscina En Salvador Con Rancagua,Casa,Publicado hace 35 días,2021-07-01,"Ricardo Matte Pérez 300 - 600, Salvador, Providencia, RM (Metropolitana)",81,2.406.737,"0,18 UF/m²",,450 m²,350 m²,13,5,5,,,,,,
389,Los Españoles / Pedro De Valdivia Norte,Casa,Publicado hace 9 meses,2021-07-01,"Los Españoles / Pedro De Valdivia Norte, Pedro de Valdivia Norte, Providencia, RM (Metropolitana)",1.850.000,,"0,23 UF/m²",,270 m²,160 m²,4,5,1,,,,,,
390,Alferez Real / Miguel Claro,Casa,Publicado hace 8 meses,2021-07-01,"Alferez Real / Miguel Claro, Manuel Montt, Providencia, RM (Metropolitana)",150,4.456.920,"0,2 UF/m²",,736 m²,298 m²,8,5,,,,,,,
391,Linda Casa Con 13 Privados ,Casa,Publicado hace 5 meses,2021-07-01,"Carmen Sylva 2400 - 2700, Providencia, RM (Metropolitana)",199,5.912.847,"0,13 UF/m²",,1500 m²,700 m²,9,9,90,,,,,,
392,Pedro De Valdivia Norte,Casa,Publicado hace 36 días,2021-07-01,"Pedro De Valdivia Norte, Pedro de Valdivia Norte, Providencia, RM (Metropolitana)",100,2.971.280,"0,22 UF/m²","0,19 UF/m²",464 m²,217 m²,4,4,4,,,,,,
393,Casa Para Uso Comercial,Casa,Publicado hace 4 meses,2021-07-01,"Avenida Francisco Bilbao 873 - Casa U, Barrio Italia, Providencia, RM (Metropolitana)",65,1.931.332,"0,33 UF/m²",,200 m²,350 m²,8,3,6,,,,,,
394,Bustos 2105,Casa,Publicado hace 4 meses,2021-07-01,"Bustos 2105, Inés de Suárez, Providencia, RM (Metropolitana)",98,2.911.854,"0,13 UF/m²",,757 m²,380 m²,5,4,8,,,,,,
395,Cómoda Casa Recién Remodelada,Casa,Publicado hace 4 meses,2021-07-01,"Bellavista 300 - 600, Bellavista, Providencia, RM (Metropolitana)",820.000,,"0,29 UF/m²",,97 m²,97 m²,3,2,,,,,,,
396,José Tomás Rider 1046,Casa,Publicado hace 3 meses,2021-07-01,"José Tomás Rider 1046, Inés de Suárez, Providencia, RM (Metropolitana)",2.200.000,,"0,21 UF/m²","0,19 UF/m²",350 m²,240 m²,5,4,,,60 años,,,,
397,Los Españoles | Providencia,Casa,Publicado hace 56 días,2021-07-01,"Los Españoles | Providencia, Pedro de Valdivia Norte, Providencia, RM (Metropolitana)",2.800.000,,"0,14 UF/m²",,650 m²,298 m²,4,4,2,,,,,,
398,Marin / Emilio Vaisse,Casa,Publicado hace 3 meses,2021-07-01,"Marin / Emilio Vaisse, Barrio Italia, Providencia, RM (Metropolitana)",1.690.000,,"0,28 UF/m²","0,19 UF/m²",200 m²,250 m²,4,4,1,,,,,,
399,"Gran Patio, Estar 36m2 (casa Los Españoles - Interno: 1 -",Casa,,2021-07-01,"Gran Patio, Estar 36m2 (casa Los Españoles - Interno: 210000 - 210300), Pedro de Valdivia Norte, Providencia, RM (Metropolitana)",2.800.000,,"0,15 UF/m²",,650 m²,298 m²,4,4,2,,,,,,
400,Espectacular Propiedad,Casa,Publicado hace 2 meses,2021-07-01,"José Manuel Infante 1 - 300, Salvador, Providencia, RM (Metropolitana)",120,3.565.536,"0,16 UF/m²",,752 m²,520 m²,15,7,10,,,,,,
401,Amplia Y Linda Casa / Colegio San Ignacio Plaza Uruguay,Casa,Publicado hace 11 días,2021-07-01,"Manuel Cruzat 2700 - 3000, Metro Bilbao, Providencia, RM (Metropolitana)",85,2.525.588,"0,21 UF/m²","0,19 UF/m²",400 m²,290 m²,4,5,2,,,,,,
402,Amplia Y Linda Casa / Colegio San Ignacio Plaza Uruguay,Casa,Publicado hace 11 días,2021-07-01,"Manuel Cruzat 2700 - 3000, Metro Bilbao, Providencia, RM (Metropolitana)",85,2.525.588,"0,21 UF/m²","0,19 UF/m²",400 m²,290 m²,4,5,2,,,,,,
403,"Casa Ideal Oficinas, Salon De Te, Comercial, Providencia Con",Casa,Publicado hace 55 días,2021-07-01,"Avenida Pocuro 1800 - 2100, Pedro de Valdivia, Providencia, RM (Metropolitana)",75,2.228.460,"0,21 UF/m²","0,19 UF/m²",354 m²,230 m²,6,4,2,,,,,,
404,"Barrio Italia, Loft 45 M2, 1 Dormitorios, Remodelada",Casa,Publicado hace 46 días,2021-07-01,"Lautaro 503, Barrio Italia, Providencia, RM (Metropolitana)",500.000,,"0,42 UF/m²",,40 m²,45 m²,1,1,,,,,,,
405,*** Decidir Donde Tomar El Desayuno *** ,Casa,Publicado hace 36 días,2021-07-01,"Jorge Matte Gormaz 1800 - 2100, Metro Bilbao, Providencia, RM (Metropolitana)",1.800.000,,"0,35 UF/m²",,174 m²,130 m²,4,3,,,,,,,
406,"Arriendo Linda Casa Giro Comercial, Centro De Providencia",Casa,Publicado hace 29 días,2021-07-01,"Avenida Pedro De Valdivia 600 - 900, Pedro de Valdivia, Providencia, RM (Metropolitana)",115,3.416.972,"0,26 UF/m²",,440 m²,360 m²,9,5,5,,,,,,
407,Hotel Boutique Sin Derecho De Llaves,Casa,Publicado hace 22 días,2021-07-01,"Avenida Manuel Montt 300 - 600, Manuel Montt, Providencia, RM (Metropolitana)",3.500.000,,"0,51 UF/m²",,230 m²,350 m²,9,10,,,,,,,
408,Departamento Amoblado Con Excelente Ubicacion En Providencia,Casa,Publicado hace 19 días,2021-07-01,"Padre Restrepo 2400 - 2700, Metro Bilbao, Providencia, RM (Metropolitana)",890.000,,"0,3 UF/m²",,100 m²,85 m²,2,2,1,,,,,,
409,Casa Arriendo Providencia ,Casa,Publicado hace 17 días,2021-07-01,"Doctor Ruperto Correa 2100 - 2400, Metro Bilbao, Providencia, RM (Metropolitana)",1.600.000,,"0,23 UF/m²","0,19 UF/m²",240 m²,220 m²,7,5,,,,,,,
410,Jose Manuel Infante / Hospital Del Torax,Casa,Publicado hace 2 días,2021-07-01,"Jose Manuel Infante / Hospital Del Torax, Salvador, Providencia, RM (Metropolitana)",40,1.188.512,,,180 m²,197 m²,,,,,,,,,
411,"Casa Remodelada, Con Giro Comercial. (home Office)",Casa,Publicado hace 1 día,2021-07-01,"Doctor Carlos Charlin 1500 - 1800, Providencia, RM (Metropolitana)",950.000,,"0,21 UF/m²",,150 m²,120 m²,3,2,2,,,,,,
412,Alejandro Galaz 1381,Casa,Publicado hace 1 año,2021-07-01,"Alejandro Galaz 1381, San Francisco, Pudahuel, RM (Metropolitana)",10,297.128,"0,16 UF/m²",,61 m²,45 m²,2,1,,,,,,,
413,"Casa De 2 Pisos , 4 Dormitorios Y 3 Baños . ",Casa,Publicado hace 3 meses,2021-07-01,"V Centenario 2400 - 2700, Protectora de La Infancia, Puente Alto, RM (Metropolitana)",700.000,,"0,16 UF/m²",,150 m²,140 m²,4,3,2,,,,,,
414,Arriendo Casa 3d 1b Villa El Arrayan En Puente Alto ,Casa,Publicado hace 27 días,2021-07-01,"La Murra 3600 - 3900, Elisa Correa, Puente Alto, RM (Metropolitana)",390.000,,"0,11 UF/m²",,120 m²,70 m²,3,1,1,,,,,,
415,Los Robles / Juan De Dios Malebran  Sector Privilegiado ,Casa,Publicado hace 26 días,2021-07-01,"Los Robles 600 - 900, Protectora de La Infancia, Puente Alto, RM (Metropolitana)",420.000,,"0,09 UF/m²",,154 m²,47 m²,3,1,1,,,,,,
416,"Hacienda El Peñón, Se Arrienda Preciosa Casa Modelo",Casa,Publicado hace 15 días,2021-07-01,"La Montura 7200 - 7500, Las Vizcachas, Puente Alto, RM (Metropolitana)",850.000,,"0,3 UF/m²",,94 m²,361 m²,3,3,3,,,,,,
417,Bella Casa 3d1b A Pasos Av La Florida,Casa,Publicado hace 7 días,2021-07-01,"Río Frío 4500 - 4800, Cementerios, Puente Alto, RM (Metropolitana)",500.000,,"0,12 UF/m²",,144 m²,90 m²,3,1,2,,,,,,
418,"Hacienda El Peñón, Se Arrienda Linda Casa En Calle",Casa,Publicado hace 2 días,2021-07-01,"La Montura 7200 - 7500, Las Vizcachas, Puente Alto, RM (Metropolitana)",800.000,,"0,1 UF/m²",,280 m²,94 m²,3,2,2,,,,,,
419," Camino A San Jose De Maipo # 05879 Casa 14, Puente Alto",Casa,Publicado hace 1 día,2021-07-01,"Camino A San José De Maipo 5879 - Casa 14, Las Vizcachas, Puente Alto, RM (Metropolitana)",21,623.969,"0,15 UF/m²",,140 m²,84 m²,3,3,2,,,,,,
420,"Casa Remodelada, Cercano Metro Las Mercedes.",Casa,Publicado hace 1 día,2021-07-01,"Los Ingleses Poniente 900 - 1200, Las Mercedes, Puente Alto, RM (Metropolitana)",450.000,,"0,15 UF/m²",,100 m²,85 m²,3,3,1,,,,,,
421,Aranjuez Poniente 419,Casa,Publicado hace 3 meses,2021-07-01,"Aranjuez Poniente 419, Valle Lo Campino, Quilicura, RM (Metropolitana)",1.000.000,,"0,42 UF/m²",,80 m²,70 m²,4,3,1,,,,,,
422,Av Marcoleta,Casa,Publicado hace 3 meses,2021-07-01,"Av Marcoleta, Quilicura, RM (Metropolitana)",600.000,,"0,13 UF/m²",,150 m²,150 m²,3,2,1,,,,,,
423,Valle Lo Campino Condominio Mirador,Casa,Publicado hace 20 días,2021-07-01,"Camino Del Cerro 1500 - 1800, Valle Lo Campino, Quilicura, RM (Metropolitana)",910.000,,"0,14 UF/m²",,220 m²,136 m²,4,2,1,,,,,,
424,Gran Casa Ideal Para Comercio,Casa,Publicado hace 16 días,2021-07-01,"Avenida Bernardo O'higgins 300 - 600, Norte de Quilicura, Quilicura, RM (Metropolitana)",42,1.247.937,"0,17 UF/m²",,245 m²,120 m²,3,3,3,,,,,,
425,Excelente Casa En Barrio Residencial De Quilicura,Casa,Publicado hace 1 día,2021-07-01,"Avenida Bernardo O'higgins 300 - 600, Norte de Quilicura, Quilicura, RM (Metropolitana)",700.000,,"0,13 UF/m²",,180 m²,105 m²,4,3,1,,,,,,
426,Antonia López De Bello / Loreto,Casa,Publicado hace 9 meses,2021-07-01,"Antonia López De Bello / Loreto, Bellavista, Recoleta, RM (Metropolitana)",3.000.000,,"0,15 UF/m²",,700 m²,300 m²,5,5,,,,,,,
427,Barrio Bellavista,Casa,Publicado hace 8 meses,2021-07-01,"Barrio Bellavista, Bellavista, Recoleta, RM (Metropolitana)",850.000,,"0,24 UF/m²",,120 m²,120 m²,5,1,,,,,,,
428,San Gerardo 615,Casa,Publicado hace 2 meses,2021-07-01,"San Gerardo 615, Einstein, Recoleta, RM (Metropolitana)",1.500.000,,"0,09 UF/m²",,548 m²,100 m²,4,2,4,,,,,,
429,Estupenda Casa Con Destino Industrial - Dominica 1 - 300,Casa,Publicado hace 9 días,2021-07-01,"Dominica 1 - 300, Recoleta, RM (Metropolitana)",1.000.000,,"0,19 UF/m²",,177 m²,139 m²,8,2,,,,,,,
430,Colón Sur 970,Casa,Publicado hace 1 año,2021-07-01,"Colón Sur 970, San Bernardo, RM (Metropolitana)",1.650.000,,"0,26 UF/m²",,220 m²,160 m²,5,4,,,,,,,
431,Nueva De Vila Casa / 365m2 / 4 Estac./san Bernardo,Casa,Publicado hace 5 días,2021-07-01,"Nueva De Villa 600 - 900, San Bernardo, RM (Metropolitana)",850.000,,"0,08 UF/m²",,365 m²,175 m²,4,3,,,,,,,
432,"Hermosa Casa, Ubicada En Exclusivo Condominio En  Lo Herrera",Casa,Publicado hace 1 día,2021-07-01,"Eliodoro Yañez 1800 - 2100, San Bernardo, RM (Metropolitana)",1.250.000,,"0,05 UF/m²",,800 m²,210 m²,4,3,2,100000 CLP,,,,,
433,El Alfalfa 381,Casa,Publicado hace 1 año,2021-07-01,"El Alfalfa 381, San José de Maipo, RM (Metropolitana)",900.000,,"0,03 UF/m²",,1000 m²,98 m²,2,2,,,,,,,
434,Gran Avenida - Metro Lo Vial. San Miguel,Casa,Publicado hace 5 meses,2021-07-01,"Gran Avenida - Metro Lo Vial. San Miguel, Lo Vial, San Miguel, RM (Metropolitana)",90,2.674.152,"0,09 UF/m²",,988 m²,300 m²,5,2,,,,,,,
435,Casa De Dos Pisos A Pasos Estación Metro Departamental,Casa,Publicado hace 21 días,2021-07-01,"Casa De Dos Pisos A Pasos Estación Metro Departamental, Lo Vial, San Miguel, RM (Metropolitana)",1.500.000,,"0,3 UF/m²",,170 m²,190 m²,4,4,3,,,,,,
436,Casa Habitación Comercio.,Casa,Publicado hace 27 días,2021-07-01,"La Marina 1200 - 1500, Lo Vial, San Miguel, RM (Metropolitana)",1.750.000,,"0,13 UF/m²",,450 m²,300 m²,7,5,,,,,,,
437,Beaucheff / Tupper,Casa,Publicado hace 5 meses,2021-07-01,"Beaucheff / Tupper, Parque O'Higgins, Santiago, RM (Metropolitana)",1.800.000,,"0,14 UF/m²",,435 m²,230 m²,3,2,3,,,,,,
438,Porvenir 11111,Casa,Publicado hace 4 meses,2021-07-01,"Porvenir 11111, Barrio Diez de Julio, Santiago, RM (Metropolitana)",54,1.604.491,"0,14 UF/m²",,400 m²,320 m²,9,3,,,,,,,
439,Brazil,Casa,Publicado hace 3 meses,2021-07-01,"Brazil, Franklin - Biobío, Santiago, RM (Metropolitana)",1.300.000,,"0,15 UF/m²",,300 m²,300 m²,4,1,1,,,,,,
440,Cercano A Metro Santa Ana,Casa,Publicado hace 3 meses,2021-07-01,"Cercano A Metro Santa Ana, Barrio Brasil, Santiago, RM (Metropolitana)",400,11.885.119,"0,4 UF/m²",,1005 m²,530 m²,10,6,,,,,,,
441,Av Republica / Claudio Gay,Casa,Publicado hace 3 meses,2021-07-01,"Av Republica / Claudio Gay, Barrio República, Santiago, RM (Metropolitana)",650.000,,"0,19 UF/m²",,117 m²,129 m²,4,2,,,,,,,
442,Cercano A Metro Santa Ana,Casa,Publicado hace 2 meses,2021-07-01,"Cercano A Metro Santa Ana, Barrio Brasil, Santiago, RM (Metropolitana)",400,11.885.119,"0,4 UF/m²",,1005 m²,530 m²,9,6,,,,,,,
443,Casa Oficina 15 Salas O Privados,Casa,Publicado hace 32 días,2021-07-01,"Vergara 300 - 600, Ejército - Toesca, Santiago, RM (Metropolitana)",1.800.000,,"0,2 UF/m²",,300 m²,300 m²,9,6,44,,,,,,
444,"Artemio Gutierrez  Con Pedro Lagos, Sector Metro Ñuble. ",Casa,Publicado hace 2 meses,2021-07-01,"Artemio Gutiérrez 1500 - 1800, Bogotá - Sierra Bella, Santiago, RM (Metropolitana)",700.000,,"0,12 UF/m²",,200 m²,140 m²,6,2,1,,,,,,
445,San Ignacio Próximo Avenida Matta,Casa,Publicado hace 50 días,2021-07-01,"Calle San Ignacio De Loyola Preguntar, Parque Almagro, Santiago, RM (Metropolitana)",15,460.548,"0,17 UF/m²",,90 m²,90 m²,2,2,,,,,,,
446,Metro Matta,Casa,Publicado hace 24 días,2021-07-01,"Avenida Manuel Antonio Matta 600 - 900, Bogotá - Sierra Bella, Santiago, RM (Metropolitana)",900.000,,"0,13 UF/m²",,230 m²,170 m²,7,3,,,,,,,
447,"Casa Remodelada, Espectacular!!",Casa,Publicado hace 23 días,2021-07-01,"Avenida Ejército Libertador 557, Ejército - Toesca, Santiago, RM (Metropolitana)",1.400.000,,"0,16 UF/m²",,300 m²,450 m²,9,3,1,,,,,,
448,Amplia Casa. Grandes Espacios En Calle Madrid,Casa,Publicado hace 17 días,2021-07-01,"Madrid 1200 - 1500, Bogotá - Sierra Bella, Santiago, RM (Metropolitana)",27,802.246,"0,15 UF/m²",,185 m²,172 m²,4,2,1,,,,,,
449,Casa Comercial En Madrid Con Porvenir,Casa,Publicado hace 7 días,2021-07-01,"Madrid 900 - 1200, Barrio Diez de Julio, Santiago, RM (Metropolitana)",800.000,,"0,13 UF/m²",,200 m²,170 m²,3,2,,,,,,,
450,"Santiago, Casa De 4 Habitaciones, 2 Baños, Con Patio",Casa,Publicado hace 1 día,2021-07-01,"Calle San Ignacio De Loyola 1200 - 1500, Parque O'Higgins, Santiago, RM (Metropolitana)",700.000,,"0,18 UF/m²",,130 m²,100 m²,4,2,1,25000 CLP,40 años,,,,
451,Camino El Oliveto 3992,Casa,Publicado hace 10 meses,2021-07-01,"Camino El Oliveto 3992, El Oliveto, Talagante, RM (Metropolitana)",900.000,,"0,01 UF/m²",,2900 m²,210 m²,4,3,,,,,,,
452,"Talagante, José Leyan 622",Casa,Publicado hace 1 año,2021-07-01,"José Leyan 622, Centro de Talagante, Talagante, RM (Metropolitana)",2.000.000,,"0,17 UF/m²",,400 m²,280 m²,6,2,,,,,,,
453,Calle Eucaliptus Lonquen Sur,Casa,Publicado hace 51 días,2021-07-01,"Calle Eucaliptus Lonquen Sur, Lonquén Sur, Talagante, RM (Metropolitana)",3.000.000,,"0,02 UF/m²",,5136 m²,380 m²,4,3,,,,,,,
454,Carampangue - Talagante,Casa,Publicado hace 27 días,2021-07-01,"Avenida Balmaceda 1 - 300, Talagante, RM (Metropolitana)",1.300.000,,"0,01 UF/m²",,5000 m²,310 m²,5,5,2,,,,,,
455,Moderna Casa Mediterránea En Entorno Campestre,Casa,Publicado hace 2 días,2021-07-01,"Lonquén Sur 1 - 300, Talagante, RM (Metropolitana)",890.000,,"0,01 UF/m²",,5000 m²,200 m²,4,2,,,,,,,
456,Arriendo Casa En La Comuna Talagante,Casa,Publicado hace 1 día,2021-07-01,"Avenida Rafael Calderón Ávila 600 - 900, Talagante, RM (Metropolitana)",400.000,,"0,11 UF/m²",,120 m²,70 m²,3,1,2,,,,,,
457,Lo Curro - Sector Medio,Casa,Publicado hace 2 años,2021-07-01,"Lo Curro - Sector Medio, Lo Curro, Vitacura, RM (Metropolitana)",4.700.000,,"0,04 UF/m²","0,1 UF/m²",4000 m²,600 m²,5,6,,,,,,,
458,Colegio Manquehue,Casa,Publicado hace 1 año,2021-07-01,"Colegio Manquehue, La Llavería, Vitacura, RM (Metropolitana)",1.900.000,,"0,23 UF/m²",,277 m²,124 m²,1,3,,200000 CLP,,,,,
459,Comercial - Vitacura - Luis Carrera,Casa,Publicado hace 2 años,2021-07-01,"Comercial - Vitacura - Luis Carrera, Pío XI, Vitacura, RM (Metropolitana)",690,20.501.830,"0,46 UF/m²","0,1 UF/m²",1500 m²,650 m²,5,5,,,,,,,
460,Comercial - Vitacura - Luis Carrera,Casa,Publicado hace 2 años,2021-07-01,"Comercial - Vitacura - Luis Carrera, Pío XI, Vitacura, RM (Metropolitana)",350,10.399.479,"0,48 UF/m²",,730 m²,180 m²,3,2,,,,,,,
461,Comercial - Vitacura - Luis Carrera.,Casa,Publicado hace 2 años,2021-07-01,"Comercial - Vitacura - Luis Carrera., Pío XI, Vitacura, RM (Metropolitana)",350,10.399.479,"0,45 UF/m²",,770 m²,470 m²,4,3,,,,,,,
462,Cercano Alonso De Cordova-arquitectura Clasica,Casa,Publicado hace 2 años,2021-07-01,"Cercano Alonso De Cordova-arquitectura Clasica, Parque Bicentenario, Vitacura, RM (Metropolitana)",225,6.685.379,"0,28 UF/m²","0,17 UF/m²",800 m²,550 m²,6,4,,,,,,,
463,Casa Costanera,Casa,Publicado hace 2 años,2021-07-01,"Casa Costanera, Parque Bicentenario, Vitacura, RM (Metropolitana)",8.000,5.822.080,"0,07 UF/m²","0,1 UF/m²",3000 m²,500 m²,8,4,,,,,,,
464,Cadaqués / Lo Recabarren,Casa,Publicado hace 1 año,2021-07-01,"Cadaqués / Lo Recabarren, Santa María de Manquehue, Vitacura, RM (Metropolitana)",3.900.000,,"0,15 UF/m²","0,17 UF/m²",860 m²,460 m²,5,4,,,,,,,
465,Avenida San Josemaría Escrivá De Balaguer 5955,Casa,Publicado hace 2 años,2021-07-01,"Avenida San Josemaría Escrivá De Balaguer 5955, Borde Río - Casa Piedra, Vitacura, RM (Metropolitana)",3.000.000,,"0,19 UF/m²",,526 m²,154 m²,5,4,,,,,,,
466,Geronimo De Alderete Con Potencial Comercial,Casa,Publicado hace 51 días,2021-07-01,"Geronimo De Alderete Con Potencial Comercial, Nuestra Señora del Rosario, Vitacura, RM (Metropolitana)",90,2.674.152,"0,38 UF/m²",,240 m²,148 m²,5,3,,,,,,,
467,Jardín Del Este / Luis Pasteur,Casa,Publicado hace 1 año,2021-07-01,"Jardín Del Este / Luis Pasteur, Jardín Del Este, Vitacura, RM (Metropolitana)",135,4.011.228,"0,09 UF/m²",,1455 m²,272 m²,6,4,,,,,,,
468,Casa Comercial / Gran Ubicación / Frente Cobres De Vitac...,Casa,Publicado hace 2 años,2021-07-01,"Casa Comercial / Gran Ubicación / Frente Cobres De Vitacura - Oportunidad, Juan XXIII, Vitacura, RM (Metropolitana)",160,4.754.048,"0,29 UF/m²",,550 m²,220 m²,6,3,,,,,,,
